2022-10-27 13:35:27,129 - INFO       - vista.py - actualizar_treeview - Comenzando la interacción con la base de datos
2022-10-27 16:12:07,842 - ERROR      - observador.py - verificar_tbl - Excepcion: 'id'
2022-10-27 16:12:12,483 - INFO       - observador.py - verificar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:12,558 - ERROR      - observador.py - verificar_tbl - Excepcion: 'id'
2022-10-27 16:12:21,451 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:21,526 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 3 con correo: asd@s.com y empresa: as con exito - Terminar funcion
2022-10-27 16:12:21,526 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:21,527 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 16:12:24,231 - INFO       - observador.py - verificar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:24,289 - ERROR      - observador.py - verificar_tbl - Excepcion: 'id'
2022-10-27 16:12:28,598 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:28,600 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 3 con exito - Terminar funcion
2022-10-27 16:12:28,601 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:12:28,602 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:38:08,693 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:38:08,784 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 3 con correo: asd@s.com y empresa: asds con exito - Terminar funcion
2022-10-27 16:38:08,784 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:38:08,788 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 16:38:11,987 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:38:11,987 - ERROR      - observador.py - alta_tbl - Excepcion: UNIQUE constraint failed: usarios.correo
2022-10-27 16:38:17,510 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:38:17,584 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 4 con correo: as@s.com y empresa: asds con exito - Terminar funcion
2022-10-27 16:38:17,585 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:38:17,586 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 16:38:19,988 - INFO       - observador.py - verificar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:38:19,992 - ERROR      - observador.py - verificar_tbl - Excepcion: 'id'
2022-10-27 16:39:45,797 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:39:45,800 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 16:39:48,271 - INFO       - observador.py - verificar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:39:48,273 - ERROR      - observador.py - verificar_tbl - Excepcion: 'id'
2022-10-27 16:40:20,309 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:20,312 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 16:40:23,560 - INFO       - observador.py - verificar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:23,562 - INFO       - observador.py - verificar_tbl - Devuelto: verificar el usario con usario_id: 4 con exito - Terminar funcion
2022-10-27 16:40:23,563 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:23,564 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 16:40:25,567 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:25,570 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 3 con exito - Terminar funcion
2022-10-27 16:40:25,571 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:25,573 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 16:40:26,776 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:26,781 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 2 con exito - Terminar funcion
2022-10-27 16:40:26,782 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:40:26,785 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:42:15,169 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:42:15,173 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 16:42:20,154 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:42:20,155 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 5 con correo: s@s.com y empresa: s con exito - Terminar funcion
2022-10-27 16:42:20,156 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:42:20,157 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 16:42:20,714 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:42:20,715 - ERROR      - observador.py - alta_tbl - Excepcion: UNIQUE constraint failed: usarios.correo
2022-10-27 16:42:51,870 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:42:51,876 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 16:42:59,627 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:42:59,628 - ERROR      - observador.py - alta_tbl - Excepcion: UNIQUE constraint failed: usarios.correo
2022-10-27 16:43:29,248 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:43:29,253 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 16:43:34,238 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 16:43:34,239 - ERROR      - observador.py - alta_tbl - Excepcion: UNIQUE constraint failed: usarios.correo
2022-10-27 17:13:10,831 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:13:10,835 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 17:15:04,117 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:15:04,121 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 17:15:10,309 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:15:10,311 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 5 con exito - Terminar funcion
2022-10-27 17:15:10,312 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:15:10,313 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 17:26:01,831 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:26:01,835 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-10-27 17:26:16,927 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:26:16,929 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 5 con correo: louis@louis.com y empresa: louis con exito - Terminar funcion
2022-10-27 17:26:16,930 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:26:16,931 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 17:26:28,924 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:26:28,927 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-10-27 17:26:40,924 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:26:40,996 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 6 con correo: leila@leila.com y empresa: cerveza con exito - Terminar funcion
2022-10-27 17:26:40,996 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:26:40,998 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 17:49:16,826 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:49:16,831 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 17:50:09,149 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:50:09,153 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 17:52:08,036 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:52:08,039 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 17:52:21,655 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:52:21,658 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-10-27 17:54:32,255 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-10-27 17:54:32,259 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
